"","date","StationNo","HomeTeam","AwayTeam","Season","Round","Description","Rainfall","RainfallBand"
"1801","2/08/2003",86038,"Geelong","Collingwood",2003,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"882","2/08/2003",40913,"Brisbane Lions","North Melbourne",2003,"18","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"562","3/08/2003",23034,"Adelaide","Sydney",2003,"18","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2340","3/08/2003",86038,"Hawthorn","Port Adelaide",2003,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2339","3/08/2003",86038,"St Kilda","West Coast",2003,"18","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2666","8/08/2003",86038,"Melbourne","Geelong",2003,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2721","9/08/2003",86038,"Collingwood","Brisbane Lions",2003,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"348","9/08/2003",9225,"West Coast","Adelaide",2003,"19","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1121","9/08/2003",66062,"Sydney","Hawthorn",2003,"19","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2720","9/08/2003",86038,"Richmond","St Kilda",2003,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"389","10/08/2003",23034,"Port Adelaide","Carlton",2003,"19","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1349","10/08/2003",86038,"Essendon","Western Bulldogs",2003,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1350","10/08/2003",86038,"North Melbourne","Fremantle",2003,"19","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1582","15/08/2003",86038,"Collingwood","Adelaide",2003,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1625","16/08/2003",86038,"Carlton","St Kilda",2003,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2764","16/08/2003",87184,"Geelong","West Coast",2003,"20","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"1624","16/08/2003",86038,"North Melbourne","Hawthorn",2003,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"440","16/08/2003",23034,"Port Adelaide","Melbourne",2003,"20","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"867","17/08/2003",40913,"Brisbane Lions","Sydney",2003,"20","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1676","17/08/2003",86038,"Essendon","Richmond",2003,"20","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"99","17/08/2003",9225,"Fremantle","Western Bulldogs",2003,"20","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1940","22/08/2003",86038,"Hawthorn","Carlton",2003,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1983","23/08/2003",86038,"Essendon","Fremantle",2003,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"504","23/08/2003",23034,"Adelaide","North Melbourne",2003,"21","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"903","23/08/2003",40913,"Brisbane Lions","Geelong",2003,"21","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1172","23/08/2003",66212,"Sydney","Collingwood",2003,"21","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2881","24/08/2003",91237,"St Kilda","Western Bulldogs",2003,"21","  91237 LAUNCESTON (TI TREE BEND)                -41.4194  147.1219 May 1980 Apr 2017   37.0  100   Y",NA,"No Rainfall Data Available"
"2040","24/08/2003",86038,"Richmond","Port Adelaide",2003,"21","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"193","24/08/2003",9225,"West Coast","Melbourne",2003,"21","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2287","29/08/2003",86038,"Collingwood","Essendon",2003,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2823","30/08/2003",87184,"Geelong","St Kilda",2003,"22","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"2402","30/08/2003",86038,"Melbourne","Sydney",2003,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2401","30/08/2003",86038,"Western Bulldogs","Brisbane Lions",2003,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"278","30/08/2003",9225,"West Coast","Fremantle",2003,"22","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"577","31/08/2003",23034,"Port Adelaide","Adelaide",2003,"22","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2437","31/08/2003",86038,"Carlton","North Melbourne",2003,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2438","31/08/2003",86038,"Richmond","Hawthorn",2003,"22","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"310","5/09/2003",9225,"Essendon","Fremantle",2003,"ef","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"606","6/09/2003",23034,"Adelaide","West Coast",2003,"ef","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2584","6/09/2003",86038,"Collingwood","Brisbane Lions",2003,"qf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"611","7/09/2003",23034,"Sydney","Port Adelaide",2003,"qf","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"837","12/09/2003",40913,"Brisbane Lions","Adelaide",2003,"sf","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"414","13/09/2003",23034,"Port Adelaide","Essendon",2003,"sf","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1858","20/09/2003",86038,"Collingwood","Port Adelaide",2003,"pf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1162","20/09/2003",66212,"Brisbane Lions","Sydney",2003,"pf","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2196","27/09/2003",86038,"Brisbane Lions","Collingwood",2003,"gf","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2101","26/03/2004",86038,"Richmond","Collingwood",2004,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2148","27/03/2004",86038,"Hawthorn","Melbourne",2004,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"221","27/03/2004",9225,"Fremantle","Carlton",2004,"1","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2147","27/03/2004",86038,"St Kilda","Geelong",2004,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"922","27/03/2004",40913,"Brisbane Lions","Sydney",2004,"1","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"536","28/03/2004",23034,"Port Adelaide","Essendon",2004,"1","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2201","28/03/2004",86038,"North Melbourne","Adelaide",2004,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2200","28/03/2004",86038,"Western Bulldogs","West Coast",2004,"1","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1770","2/04/2004",86038,"Melbourne","Richmond",2004,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2299","3/04/2004",86038,"Collingwood","Western Bulldogs",2004,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"555","3/04/2004",23034,"Adelaide","Brisbane Lions",2004,"2","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2298","3/04/2004",86038,"Essendon","St Kilda",2004,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"259","3/04/2004",9225,"West Coast","Port Adelaide",2004,"2","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1094","4/04/2004",66062,"Sydney","Fremantle",2004,"2","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"2448","4/04/2004",86038,"Carlton","Geelong",2004,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2447","4/04/2004",86038,"Hawthorn","North Melbourne",2004,"2","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"981","8/04/2004",40913,"Brisbane Lions","Collingwood",2004,"3","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1318","10/04/2004",86038,"North Melbourne","Carlton",2004,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1317","10/04/2004",86038,"Essendon","West Coast",2004,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"999","10/04/2004",66062,"Sydney","Geelong",2004,"3","  66062 SYDNEY (OBSERVATORY HILL)                -33.8607  151.2050 Jul 1858 Apr 2017  158.8  100   Y",NA,"No Rainfall Data Available"
"392","11/04/2004",23034,"Port Adelaide","Hawthorn",2004,"3","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1362","11/04/2004",86038,"Western Bulldogs","Melbourne",2004,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"25","11/04/2004",9225,"Fremantle","Adelaide",2004,"3","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1408","12/04/2004",86038,"St Kilda","Richmond",2004,"3","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1594","16/04/2004",86038,"Carlton","Essendon",2004,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1639","17/04/2004",86038,"Melbourne","Port Adelaide",2004,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"94","17/04/2004",9225,"West Coast","Brisbane Lions",2004,"4","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"1638","17/04/2004",86038,"Geelong","Richmond",2004,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"442","17/04/2004",23034,"Adelaide","St Kilda",2004,"4","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"1233","18/04/2004",70351,"North Melbourne","Sydney",2004,"4","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"1686","18/04/2004",86038,"Collingwood","Fremantle",2004,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1687","18/04/2004",86038,"Hawthorn","Western Bulldogs",2004,"4","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1953","23/04/2004",86038,"Richmond","Adelaide",2004,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2003","24/04/2004",86038,"Carlton","West Coast",2004,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"2002","24/04/2004",86038,"St Kilda","North Melbourne",2004,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"906","24/04/2004",40913,"Brisbane Lions","Hawthorn",2004,"5","  40913 BRISBANE                                 -27.4808  153.0389 Dec 1999 Apr 2017   17.4   99   Y",NA,"No Rainfall Data Available"
"1175","24/04/2004",66212,"Sydney","Melbourne",2004,"5","  66212 SYDNEY OLYMPIC PARK AWS (ARCHERY CENTRE) -33.8338  151.0718 Sep 2011 Apr 2017    5.7   99   Y",NA,"No Rainfall Data Available"
"2056","25/04/2004",86038,"Collingwood","Essendon",2004,"5","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"512","25/04/2004",23034,"Port Adelaide","Western Bulldogs",2004,"5","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"197","25/04/2004",9225,"Fremantle","Geelong",2004,"5","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2365","30/04/2004",86038,"Richmond","Hawthorn",2004,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"1273","1/05/2004",86038,"Essendon","Sydney",2004,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"1225","1/05/2004",70351,"North Melbourne","Western Bulldogs",2004,"6","  70351 CANBERRA AIRPORT                         -35.3088  149.2004 Sep 2008 Apr 2017    8.7   98   Y",NA,"No Rainfall Data Available"
"1272","1/05/2004",86038,"St Kilda","Brisbane Lions",2004,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"5","1/05/2004",9225,"West Coast","Fremantle",2004,"6","   9225 PERTH METRO                              -31.9192  115.8728 Feb 1993 Apr 2017   24.2   99   Y",NA,"No Rainfall Data Available"
"2778","2/05/2004",87184,"Geelong","Adelaide",2004,"6","  87184 BREAKWATER (GEELONG RACECOURSE)          -38.1737  144.3765 Jun 2011 Apr 2017    5.9   97   Y",NA,"No Rainfall Data Available"
"1780","2/05/2004",86038,"Melbourne","Carlton",2004,"6","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
"466","2/05/2004",23034,"Port Adelaide","Collingwood",2004,"6","  23034 ADELAIDE AIRPORT                         -34.9524  138.5196 Mar 1955 Apr 2017   62.2  100   Y",NA,"No Rainfall Data Available"
"2597","7/05/2004",86038,"Western Bulldogs","Essendon",2004,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",0,"[0,0.01]"
"2643","8/05/2004",86038,"Carlton","Collingwood",2004,"7","  86038 ESSENDON AIRPORT                         -37.7276  144.9066 Nov 1929 Apr 2017   62.6   71   Y",NA,"No Rainfall Data Available"
